Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,190.0,500.0,0.0,110.0,800.0
Teenage Mutant Ninja Turtles,Wii,2007.0,Action,Konami Digital Entertainment,0.0,10.0,0.0,0.0,10.0
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003.0,Action,TDK Mediactive,40.0,10.0,0.0,0.0,50.0
Riven: The Sequel to Myst,PS,1997.0,Adventure,Acclaim Entertainment,180.0,120.0,0.0,20.0,320.0
Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,30.0,0.0,10.0,40.0
Wangan Midnight,PS3,2007.0,Racing,Genki,0.0,0.0,30.0,0.0,30.0
Super Mario Bros. 3,NES,1988.0,Platform,Nintendo,9540.0,3440.0,3840.0,460.0,17280.0
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009.0,Action,Blast! Entertainment Ltd,90.0,0.0,0.0,10.0,100.0
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,70.0,0.0,70.0
Spectral Force Genesis,DS,2008.0,Role-Playing,Nobilis,80.0,0.0,10.0,10.0,100.0
Family Party: 30 Great Games Winter Fun,Wii,2010.0,Sports,D3Publisher,210.0,0.0,0.0,10.0,220.0
Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,Human Entertainment,0.0,0.0,120.0,0.0,120.0
Picross 3D,DS,2009.0,Puzzle,Nintendo,300.0,30.0,160.0,30.0,520.0
Disney Princess: Enchanting Storybooks,Wii,2011.0,Misc,THQ,260.0,110.0,0.0,40.0,410.0
Wii Fit U,WiiU,2013.0,Sports,Nintendo,390.0,240.0,210.0,60.0,900.0
Sonic the Hedgehog 2 (8-bit),GG,1992.0,Platform,Sega,0.0,0.0,40.0,0.0,40.0
FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,260.0,690.0,0.0,120.0,1070.0
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999.0,Adventure,ChunSoft,0.0,0.0,160.0,10.0,170.0
Thunder Force V: Perfect System,PS,1998.0,Shooter,TechnoSoft,30.0,20.0,0.0,0.0,50.0
Imagine: Fashion Stylist,DS,2010.0,Simulation,Ubisoft,130.0,0.0,0.0,10.0,140.0
Phantasy Star Portable 2,PSP,2009.0,Role-Playing,Sega,80.0,110.0,620.0,60.0,870.0
MotoGP 2,XB,2003.0,Racing,THQ,70.0,20.0,0.0,0.0,90.0
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002.0,Adventure,505 Games,20.0,20.0,250.0,10.0,300.0
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010.0,Platform,D3Publisher,170.0,100.0,0.0,20.0,290.0
Spy Hunter 2,PS2,2003.0,Racing,Midway Games,240.0,190.0,0.0,60.0,490.0
Memories Off,PSP,2008.0,Adventure,5pb,0.0,0.0,10.0,0.0,10.0
RayCrisis: Series Termination,PS,1999.0,Shooter,JVC,10.0,10.0,0.0,0.0,20.0
The First Templar,X360,2011.0,Action,Kalypso Media,60.0,40.0,0.0,10.0,110.0
Bass Strike,PS2,2001.0,Sports,THQ,140.0,110.0,0.0,40.0,290.0
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,1720.0,1330.0,0.0,160.0,3210.0
Star Wars: Super Bombad Racing,PS2,2001.0,Racing,LucasArts,80.0,60.0,0.0,20.0,160.0
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0,100.0
Transformer: Rise of the Dark Spark,X360,2014.0,Action,Activision,90.0,70.0,0.0,20.0,180.0
Mini Ninjas,PC,2009.0,Action,Eidos Interactive,0.0,20.0,0.0,0.0,20.0
Fate/Tiger Colosseum,PSP,2007.0,Fighting,Capcom,0.0,0.0,80.0,0.0,80.0
Resident Evil Zero,XOne,2016.0,Action,Capcom,50.0,20.0,0.0,10.0,80.0
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,60.0,40.0,0.0,10.0,110.0
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,2029.9999999999998,470.0,450.0,70.0,3020.0
Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,90.0,70.0,0.0,20.0,180.0
Akiba's Trip Plus,PSP,2012.0,Adventure,Acquire,0.0,0.0,80.0,0.0,80.0
Sega Smash Pack,GBA,2002.0,Misc,Atari,230.0,80.0,0.0,10.0,320.0
Demon Gaze 2,PSV,2014.0,Role-Playing,Experience Inc.,0.0,0.0,10.0,0.0,10.0
Rampage World Tour,PS,1997.0,Action,GT Interactive,470.0,320.0,0.0,60.0,850.0
Dungeon Maker II: The Hidden War,PSP,2007.0,Role-Playing,Global A Entertainment,60.0,0.0,0.0,10.0,70.0
Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,390.0,400.0,0.0,160.0,950.0
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,1220.0,100.0,910.0,40.0,2270.0
Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,100.0,0.0,0.0,10.0,110.0
Derby Jockey 2,SNES,1995.0,Sports,Asmik Corp,0.0,0.0,100.0,0.0,100.0
Republique,PS4,2016.0,Action,Nippon Ichi Software,0.0,10.0,10.0,0.0,20.0
NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,150.0,120.0,0.0,40.0,310.0
Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005.0,Fighting,Sega,0.0,0.0,80.0,0.0,80.0
Super Smash Bros. Brawl,Wii,2008.0,Fighting,Nintendo,6750.0,2610.0,2660.0,1020.0,13040.0
Baldur's Gate: Dark Alliance II,PS2,2004.0,Role-Playing,Interplay,340.0,260.0,0.0,90.0,690.0
Picross 2,GB,1996.0,Puzzle,Nintendo,0.0,0.0,350.0,0.0,350.0
Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,40.0,20.0,0.0,10.0,70.0
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,505 Games,150.0,0.0,0.0,10.0,160.0
Tiger Woods PGA Tour 2000,PS,1998.0,Sports,Electronic Arts,370.0,250.0,0.0,40.0,660.0
Chicken Blaster,DS,2009.0,Shooter,Zushi Games,40.0,0.0,0.0,0.0,40.0
WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,920.0,380.0,0.0,130.0,1430.0
Guitar Hero Live,XOne,2015.0,Misc,Activision,290.0,170.0,0.0,50.0,510.0
Tornado,DS,2008.0,Action,Ignition Entertainment,70.0,0.0,0.0,0.0,70.0
The Wonderful 101,WiiU,2013.0,Action,Nintendo,200.0,100.0,80.0,30.0,410.0
MX vs. ATV Reflex,PSP,2009.0,Racing,THQ,180.0,30.0,0.0,30.0,240.0
Dawn of Discovery,PC,2009.0,Simulation,Ubisoft,0.0,320.0,0.0,70.0,390.0
Pop'n Music,Wii,2009.0,Misc,Konami Digital Entertainment,70.0,0.0,0.0,10.0,80.0
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1120.0,0.0,0.0,1120.0
Avatar: The Last Airbender,GC,2006.0,Adventure,THQ,390.0,100.0,0.0,10.0,500.0
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3630.0,240.0,10.0,610.0,4490.0
DmC: Devil May Cry,XOne,2015.0,Action,Capcom,80.0,40.0,0.0,10.0,130.0
Canvas 2,PS2,2006.0,Adventure,Kadokawa Shoten,0.0,0.0,20.0,0.0,20.0
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005.0,Misc,505 Games,70.0,0.0,0.0,0.0,70.0
Scaler,GC,2004.0,Platform,Take-Two Interactive,30.0,10.0,0.0,0.0,40.0
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,1760.0,1210.0,70.0,160.0,3200.0
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,330.0,350.0,0.0,130.0,810.0
Date A Live: Arusu Install,PS3,2014.0,Adventure,Compile Heart,0.0,0.0,20.0,0.0,20.0
Tiger Woods PGA Tour 14,X360,2013.0,Sports,Electronic Arts,210.0,130.0,0.0,30.0,370.0
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007.0,Action,Namco Bandai Games,0.0,0.0,80.0,0.0,80.0
Winx Club: Saving Alfea,3DS,2014.0,Action,Namco Bandai Games,0.0,10.0,0.0,0.0,10.0
SpongeBob: HeroPants,3DS,2015.0,Platform,Activision,30.0,0.0,0.0,0.0,30.0
Skylanders Giants,PS3,2012.0,Action,Activision,350.0,520.0,0.0,220.0,1090.0
NCAA Football 06,XB,2005.0,Sports,Electronic Arts,730.0,210.0,0.0,30.0,970.0
Winx Club: Saving Alfea,DS,2014.0,Action,Namco Bandai Games,20.0,0.0,0.0,0.0,20.0
Thoroughbred Breeder,SNES,1993.0,Simulation,Hect,0.0,0.0,190.0,0.0,190.0
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,FuRyu,0.0,0.0,10.0,0.0,10.0
Mobile Suit Gundam Seed,PS2,2003.0,Action,Namco Bandai Games,0.0,0.0,220.0,0.0,220.0
Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,560.0,40.0,0.0,50.0,650.0
Yogi Bear: The Video Game,DS,2010.0,Action,D3Publisher,100.0,30.0,0.0,10.0,140.0
PhotoKano,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,90.0,0.0,90.0
Armored Core: Formula Front Extreme Battle,PSP,2004.0,Simulation,505 Games,50.0,0.0,0.0,0.0,50.0
Pure,X360,2008.0,Racing,Disney Interactive Studios,1380.0,850.0,0.0,250.0,2480.0
The Daring Game for Girls,Wii,2009.0,Adventure,Unknown,90.0,0.0,0.0,10.0,100.0
NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,Electronic Arts,340.0,100.0,0.0,20.0,460.0
Doshin the Giant,GC,2002.0,Simulation,Nintendo,0.0,0.0,140.0,0.0,140.0
Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0.0,0.0,30.0,0.0,30.0
Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,110.0,30.0,0.0,10.0,150.0
Dragon Quest X,Wii,2012.0,Role-Playing,Square Enix,0.0,0.0,960.0,0.0,960.0
Darksiders II,PS4,2015.0,Action,Nordic Games,90.0,100.0,0.0,40.0,230.0
Arc Rise Fantasia,Wii,2009.0,Role-Playing,Marvelous Interactive,130.0,0.0,60.0,10.0,200.0
Patrician IV,PC,2010.0,Strategy,Kalypso Media,30.0,0.0,0.0,0.0,30.0
Doki Doki! PreCure Narikiri Life!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,40.0,0.0,40.0
Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,260.0,100.0,0.0,10.0,370.0
Sentimental Graffiti: First Window,SAT,1997.0,Adventure,NEC Interchannel,0.0,0.0,80.0,0.0,80.0
Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013.0,Misc,Takara Tomy,0.0,0.0,80.0,0.0,80.0
J-League Winning Eleven 9: Asia Championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,110.0,0.0,110.0
Blue's Clues: Blue's Big Musical,PS,2001.0,Misc,THQ,280.0,190.0,0.0,30.0,500.0
Farmtopia,DS,2010.0,Simulation,505 Games,180.0,0.0,0.0,10.0,190.0
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,580.0,2480.0,40.0,590.0,3690.0
Ghostbusters (2016),PS4,2016.0,Action,Activision,20.0,0.0,0.0,10.0,30.0
Colin McRae Rally 2005 plus,PSP,2005.0,Racing,Codemasters,0.0,0.0,10.0,0.0,10.0
Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,50.0,40.0,0.0,10.0,100.0
Culdcept DS,DS,2008.0,Strategy,Sega,0.0,0.0,100.0,0.0,100.0
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,150.0,0.0,150.0
Destiny: The Taken King,PS3,2015.0,Shooter,Activision,160.0,170.0,20.0,60.0,410.0
Mobile Suit Gundam,SAT,1995.0,Action,Namco Bandai Games,0.0,0.0,410.0,0.0,410.0
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016.0,Misc,FuRyu,0.0,0.0,40.0,0.0,40.0
ZhuZhu Puppies,DS,2011.0,Simulation,Activision,130.0,40.0,0.0,10.0,180.0
XBLAZE Code: Embryo,PSV,2013.0,Adventure,Arc System Works,30.0,0.0,10.0,10.0,50.0
PES 2009: Pro Evolution Soccer,PSP,2008.0,Sports,Konami Digital Entertainment,40.0,330.0,260.0,170.0,800.0
Spyro 2: Season of Flame,GBA,2002.0,Platform,Vivendi Games,850.0,650.0,0.0,80.0,1580.0
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,180.0,140.0,40.0,40.0,400.0
Disney Infinity 3.0,WiiU,2015.0,Action,Disney Interactive Studios,200.0,210.0,0.0,40.0,450.0
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1060.0,1930.0,410.0,430.0,3830.0
Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,20.0,20.0,0.0,10.0,50.0
Nobunaga no Yabou Online: Houou no Shou,PS3,2012.0,Strategy,Ackkstudios,0.0,0.0,10.0,0.0,10.0
Alien Monster Bowling League,Wii,2009.0,Sports,Destineer,90.0,0.0,0.0,10.0,100.0
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,10.0,0.0,10.0
Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,310.0,20.0,0.0,20.0,350.0
Animal Crossing,GC,2001.0,Simulation,Nintendo,1920.0,160.0,990.0,90.0,3160.0
The BIGS,X360,2007.0,Sports,Take-Two Interactive,180.0,80.0,0.0,0.0,260.0
Dance on Broadway,Wii,2010.0,Misc,Ubisoft,270.0,660.0,0.0,120.0,1050.0
Dragon Quest Builders: Revive Alefgard,PSV,2016.0,Role-Playing,Square Enix,0.0,0.0,300.0,0.0,300.0
Nobunaga no Yabou: Souzou,PS4,2014.0,Strategy,Tecmo Koei,0.0,0.0,60.0,0.0,60.0
Fight Night Round 2,XB,2005.0,Fighting,Electronic Arts,420.0,160.0,0.0,20.0,600.0
Grand Prix,2600,1981.0,Racing,Activision,450.0,30.0,0.0,0.0,480.0
Scarface: The World is Yours,PS2,2006.0,Action,Vivendi Games,990.0,40.0,0.0,160.0,1190.0
Blood Bowl,X360,2009.0,Sports,Focus Home Interactive,130.0,30.0,0.0,10.0,170.0
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,840.0,270.0,0.0,50.0,1160.0
Dragon Ball: XenoVerse,PS3,2015.0,Fighting,Namco Bandai Games,150.0,200.0,140.0,70.0,560.0
Petz Nursery,DS,2009.0,Simulation,Ubisoft,530.0,0.0,0.0,40.0,570.0
Scarface: The World is Yours,XB,2006.0,Action,Vivendi Games,370.0,110.0,0.0,20.0,500.0
Space Chimps,X360,2008.0,Platform,Brash Entertainment,100.0,0.0,0.0,10.0,110.0
Outdoors Unleashed: Africa 3D,3DS,2011.0,Sports,Mastiff,10.0,0.0,0.0,0.0,10.0
The Elder Scrolls Online,XOne,2015.0,Role-Playing,Bethesda Softworks,770.0,380.0,0.0,120.0,1270.0
God Eater 2,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,240.0,0.0,240.0
DS Uranai Seikatsu,DS,2009.0,Misc,Nintendo,0.0,0.0,70.0,0.0,70.0
Wii Play: Motion,Wii,2011.0,Misc,Nintendo,240.0,430.0,180.0,90.0,940.0
Nano Assault,3DS,2011.0,Shooter,Majesco Entertainment,80.0,0.0,0.0,10.0,90.0
Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.0,0.0,40.0,0.0,40.0
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,40.0,0.0,40.0
Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,110.0,0.0,110.0
Teen Titans,GBA,2006.0,Action,THQ,130.0,50.0,0.0,0.0,180.0
F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,110.0,40.0,0.0,0.0,150.0
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007.0,Action,Activision,520.0,30.0,0.0,40.0,590.0
Junior Mystery Quest,DS,2011.0,Puzzle,GSP,70.0,10.0,0.0,10.0,90.0
Monster High 13 Wishes,WiiU,2013.0,Action,Little Orbit,20.0,0.0,0.0,0.0,20.0
NCAA Football 13,X360,2012.0,Action,Electronic Arts,1020.0,0.0,0.0,60.0,1080.0
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2210.0,120.0,0.0,200.0,2530.0
Disney Infinity 3.0,X360,2015.0,Action,Disney Interactive Studios,190.0,210.0,0.0,40.0,440.0
The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,50.0,0.0,0.0,0.0,50.0
The Dark Spire,DS,2008.0,Role-Playing,Success,40.0,0.0,0.0,0.0,40.0
Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,130.0,100.0,150.0,70.0,450.0
Missile Command,2600,1980.0,Shooter,Atari,2560.0,170.0,0.0,30.0,2760.0
Silent Hill: Homecoming,X360,2010.0,Action,Konami Digital Entertainment,250.0,160.0,0.0,40.0,450.0
Dragon's Lair 3D: Return to the Lair,GC,2002.0,Platform,THQ,30.0,10.0,0.0,0.0,40.0
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013.0,Sports,Sega,0.0,0.0,40.0,0.0,40.0
Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,300.0,10.0,0.0,30.0,340.0
Namco Museum Vol.2,PS,1996.0,Misc,Sony Computer Entertainment,30.0,20.0,210.0,20.0,280.0
Imagine: My Restaurant,DS,2009.0,Simulation,Ubisoft,0.0,70.0,0.0,10.0,80.0
Drivers Ed Portable,DS,2008.0,Misc,JoWood Productions,50.0,0.0,0.0,0.0,50.0
UEFA Euro 2008 Austria-Switzerland,X360,2008.0,Sports,Electronic Arts,80.0,230.0,0.0,30.0,340.0
uDraw Studio: Instant Artist,Wii,2011.0,Misc,THQ,80.0,90.0,0.0,20.0,190.0
Rogue Ops,GC,2003.0,Action,Kemco,40.0,10.0,0.0,0.0,50.0
Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,370.0,140.0,0.0,10.0,520.0
GRID Autosport,PS3,2014.0,Racing,Codemasters,50.0,110.0,10.0,40.0,210.0
Shrek the Third,Wii,2007.0,Action,Activision,260.0,10.0,0.0,20.0,290.0
Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,80.0,20.0,40.0,10.0,150.0
NHL Breakaway 98,PS,1996.0,Sports,Acclaim Entertainment,80.0,50.0,0.0,10.0,140.0
Major League Baseball 2K8,PS3,2008.0,Sports,Bethesda Softworks,280.0,0.0,0.0,20.0,300.0
EverGrace,PS2,2000.0,Role-Playing,Ubisoft,100.0,80.0,150.0,30.0,360.0
The King of Fighters '95 (CD),NG,1994.0,Fighting,SNK,0.0,0.0,230.0,0.0,230.0
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004.0,Misc,Namco Bandai Games,0.0,0.0,200.0,0.0,200.0
American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,350.0,10.0,0.0,60.0,420.0
Uru: Ages Beyond Myst,PC,2003.0,Adventure,Ubisoft,0.0,20.0,0.0,0.0,20.0
LEGO Indiana Jones: The Original Adventures,PC,2008.0,Action,LucasArts,20.0,20.0,0.0,10.0,50.0
Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,30.0,0.0,10.0,40.0
Rayman Raving Rabbids: TV Party,DS,2008.0,Misc,Ubisoft,440.0,10.0,0.0,40.0,490.0
Class of Heroes,PSP,2008.0,Role-Playing,Acquire,60.0,0.0,80.0,10.0,150.0
FIFA Street 2,DS,2006.0,Sports,Electronic Arts,40.0,0.0,0.0,0.0,40.0
Dreamworks Madagascar Kartz,Wii,2009.0,Racing,Activision,290.0,160.0,0.0,50.0,500.0
Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.0,0.0,260.0,0.0,260.0
BioShock,PC,2007.0,Shooter,Take-Two Interactive,10.0,390.0,0.0,20.0,420.0
Beyond Good & Evil,PS2,2003.0,Adventure,Ubisoft,160.0,130.0,0.0,40.0,330.0
The Pinball of the Dead,GBA,2002.0,Misc,Sega,50.0,20.0,0.0,0.0,70.0
NCAA Football 98,PS,1997.0,Sports,Electronic Arts,390.0,270.0,0.0,50.0,710.0
Persona Q: Shadow of the Labyrinth,3DS,2014.0,Role-Playing,Nippon Ichi Software,330.0,70.0,270.0,40.0,710.0
Zoo Tycoon,PC,2001.0,Strategy,Microsoft Game Studios,0.0,30.0,0.0,10.0,40.0
Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.0,0.0,10.0,0.0,10.0
Happy Cooking,DS,2006.0,Simulation,Ubisoft,170.0,0.0,0.0,10.0,180.0
Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,530.0,430.0,10.0,110.0,1080.0
Backyard NFL Football,DS,2007.0,Sports,Atari,20.0,0.0,0.0,0.0,20.0
Steal Princess,DS,2008.0,Platform,Unknown,20.0,0.0,0.0,0.0,20.0
Drakengard 2,PS2,2005.0,Role-Playing,Ubisoft,60.0,50.0,0.0,20.0,130.0
Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,110.0,0.0,110.0
Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,Square Enix,0.0,0.0,10.0,0.0,10.0
Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,Oxygen Interactive,60.0,0.0,0.0,0.0,60.0
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,10.0,0.0,10.0
Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,50.0,0.0,0.0,0.0,50.0
Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,10.0,50.0,0.0,20.0,80.0
Lost Kingdoms,GC,2002.0,Role-Playing,Activision,100.0,20.0,40.0,0.0,160.0
Rollcage,PS,1999.0,Racing,Psygnosis,120.0,80.0,0.0,10.0,210.0
Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0.0,0.0,20.0,0.0,20.0
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,30.0,0.0,30.0
Drake of the 99 Dragons,XB,2004.0,Shooter,Unknown,50.0,10.0,0.0,0.0,60.0
Bratz: Rock Angelz,GC,2005.0,Misc,THQ,160.0,40.0,0.0,10.0,210.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,90.0,20.0,0.0,0.0,110.0
Vampire Knight DS,DS,2009.0,Adventure,D3Publisher,0.0,0.0,70.0,0.0,70.0
VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,90.0,60.0,0.0,10.0,160.0
NBA Courtside 2 featuring Kobe Bryant,N64,1999.0,Sports,Nintendo,200.0,50.0,0.0,0.0,250.0
Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,110.0,110.0,10.0,50.0,280.0
Robots,DS,2005.0,Action,Vivendi Games,120.0,10.0,0.0,10.0,140.0
World Tour Soccer 2002,PS2,2001.0,Sports,Sony Computer Entertainment,70.0,50.0,0.0,20.0,140.0
Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,20.0,20.0,0.0,10.0,50.0
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,Idea Factory,0.0,0.0,60.0,0.0,60.0
The King of Fighters '95,SAT,1995.0,Fighting,SNK Playmore,0.0,0.0,280.0,0.0,280.0
Fire ProWrestling G,PS,1999.0,Fighting,Human Entertainment,0.0,0.0,180.0,10.0,190.0
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,470.0,0.0,470.0
Myth Makers: Super Kart GP,Wii,2007.0,Misc,Popcorn Arcade,10.0,0.0,0.0,0.0,10.0
Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,290.0,0.0,0.0,20.0,310.0
The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,30.0,0.0,10.0,40.0
Master Jin Jin's IQ Challenge,DS,2006.0,Misc,505 Games,130.0,0.0,0.0,10.0,140.0
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,30.0,0.0,30.0
Suikoden IV,PS2,2004.0,Role-Playing,Konami Digital Entertainment,170.0,130.0,300.0,50.0,650.0
Headhunter: Redemption,XB,2004.0,Action,Sega,20.0,0.0,0.0,0.0,20.0
Rage,X360,2011.0,Shooter,Bethesda Softworks,820.0,610.0,30.0,150.0,1610.0
Little Busters! Converted Edition,PSV,2012.0,Action,Prototype,0.0,0.0,30.0,0.0,30.0
The Terminator: Dawn of Fate,XB,2002.0,Action,Atari,110.0,30.0,0.0,10.0,150.0
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007.0,Action,Tecmo Koei,0.0,0.0,330.0,0.0,330.0
Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,270.0,100.0,220.0,10.0,600.0
Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,20.0,0.0,0.0,20.0
NHL 07,PS2,2006.0,Sports,Electronic Arts,420.0,20.0,0.0,70.0,510.0
The Punisher,PS2,2005.0,Action,THQ,250.0,200.0,0.0,70.0,520.0
Danganronpa 2: Goodbye Despair,PSP,2012.0,Misc,Spike,0.0,0.0,190.0,0.0,190.0
Tube Slider,GC,2003.0,Racing,Unknown,20.0,0.0,0.0,0.0,20.0
Shin Super Robot Taisen Special Disk,PS,1997.0,Strategy,Banpresto,0.0,0.0,300.0,20.0,320.0
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1060.0,540.0,0.0,160.0,1760.0
Candace Kane's Candy Factory,Wii,2008.0,Action,Destineer,140.0,0.0,0.0,10.0,150.0
Yamaha Supercross,Wii,2009.0,Racing,Zoo Digital Publishing,50.0,10.0,0.0,10.0,70.0
Metro: Last Light,PS4,2014.0,Action,Deep Silver,220.0,300.0,40.0,120.0,680.0
Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,160.0,380.0,10.0,210.0,760.0
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,160.0,1890.0,1120.0,680.0,3850.0
Full Auto,X360,2006.0,Shooter,Sega,190.0,10.0,0.0,20.0,220.0
FIFA Street,PS2,2005.0,Sports,Electronic Arts,150.0,120.0,0.0,40.0,310.0
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005.0,Shooter,Eidos Interactive,20.0,10.0,0.0,0.0,30.0
Green Day: Rock Band,X360,2010.0,Misc,MTV Games,240.0,130.0,0.0,40.0,410.0
